Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[karyotype]	Comment[additional information]	Characteristics[block]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[developmental stage]	Factor Value[organism part]
HDBR603	ERS1221656	SAMEA4050546	Homo sapiens	11885	12 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_043	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR603	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR603_ACAGTG_L007	sequencing assay	ERX1544382	HDBR603_ACAGTG_L007_1.fq.gz	HDBR603_ACAGTG_L007_1.fq.gz	ERR1473261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473261/ERR1473261_1.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR603	ERS1221656	SAMEA4050546	Homo sapiens	11885	12 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_043	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR603	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR603_ACAGTG_L007	sequencing assay	ERX1544382	HDBR603_ACAGTG_L007_2.fq.gz	HDBR603_ACAGTG_L007_2.fq.gz	ERR1473261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473261/ERR1473261_2.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR649	ERS1221657	SAMEA4050547	Homo sapiens	11833	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR649	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR649_CCGTCC_L007	sequencing assay	ERX1544383	HDBR649_CCGTCC_L007_1.fq.gz	HDBR649_CCGTCC_L007_1.fq.gz	ERR1473262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473262/ERR1473262_1.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR649	ERS1221657	SAMEA4050547	Homo sapiens	11833	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR649	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR649_CCGTCC_L007	sequencing assay	ERX1544383	HDBR649_CCGTCC_L007_2.fq.gz	HDBR649_CCGTCC_L007_2.fq.gz	ERR1473262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473262/ERR1473262_2.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR653	ERS1221658	SAMEA4050548	Homo sapiens	11930	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_075	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR653	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR653_GTTTCG_L008	sequencing assay	ERX1544384	HDBR653_GTTTCG_L008_1.fq.gz	HDBR653_GTTTCG_L008_1.fq.gz	ERR1473263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473263/ERR1473263_1.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR653	ERS1221658	SAMEA4050548	Homo sapiens	11930	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_075	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR653	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR653_GTTTCG_L008	sequencing assay	ERX1544384	HDBR653_GTTTCG_L008_2.fq.gz	HDBR653_GTTTCG_L008_2.fq.gz	ERR1473263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473263/ERR1473263_2.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR669	ERS1221659	SAMEA4050549	Homo sapiens	11841	10 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR669	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR669_GTGAAA_L005	sequencing assay	ERX1544385	HDBR669_GTGAAA_L005_1.fq.gz	HDBR669_GTGAAA_L005_1.fq.gz	ERR1473264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473264/ERR1473264_1.fastq.gz	200	101	10 post conception weeks	cerebral cortex
HDBR669	ERS1221659	SAMEA4050549	Homo sapiens	11841	10 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR669	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR669_GTGAAA_L005	sequencing assay	ERX1544385	HDBR669_GTGAAA_L005_2.fq.gz	HDBR669_GTGAAA_L005_2.fq.gz	ERR1473264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473264/ERR1473264_2.fastq.gz	200	101	10 post conception weeks	cerebral cortex
HDBR697	ERS1221660	SAMEA4050550	Homo sapiens	11921	17 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_044, FC2014_117	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR697	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR697_ACAGTG_L005	sequencing assay	ERX1544386	HDBR697_ACAGTG_L005_1.fq.gz	HDBR697_ACAGTG_L005_1.fq.gz	ERR1473265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473265/ERR1473265_1.fastq.gz	200	101	17 post conception weeks	cerebral cortex
HDBR697	ERS1221660	SAMEA4050550	Homo sapiens	11921	17 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_044, FC2014_117	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR697	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR697_ACAGTG_L005	sequencing assay	ERX1544386	HDBR697_ACAGTG_L005_2.fq.gz	HDBR697_ACAGTG_L005_2.fq.gz	ERR1473265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473265/ERR1473265_2.fastq.gz	200	101	17 post conception weeks	cerebral cortex
HDBR697	ERS1221660	SAMEA4050550	Homo sapiens	11921	17 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_044, FC2014_117	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR697	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR697_run2_ACAGTG_L008	sequencing assay	ERX1544386	HDBR697_run2_ACAGTG_L008_1.fq.gz	HDBR697_run2_ACAGTG_L008_1.fq.gz	ERR1473266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473266/ERR1473266_1.fastq.gz	200	101	17 post conception weeks	cerebral cortex
HDBR697	ERS1221660	SAMEA4050550	Homo sapiens	11921	17 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_044, FC2014_117	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR697	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR697_run2_ACAGTG_L008	sequencing assay	ERX1544386	HDBR697_run2_ACAGTG_L008_2.fq.gz	HDBR697_run2_ACAGTG_L008_2.fq.gz	ERR1473266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473266/ERR1473266_2.fastq.gz	200	101	17 post conception weeks	cerebral cortex
HDBR908	ERS1221661	SAMEA4050551	Homo sapiens	11942	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR908	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR908_TTAGGC_L001	sequencing assay	ERX1544387	HDBR908_TTAGGC_L001_1.fq.gz	HDBR908_TTAGGC_L001_1.fq.gz	ERR1473267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473267/ERR1473267_1.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR908	ERS1221661	SAMEA4050551	Homo sapiens	11942	11 post conception weeks	cerebral cortex	right	46, xx	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR908	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR908_TTAGGC_L001	sequencing assay	ERX1544387	HDBR908_TTAGGC_L001_2.fq.gz	HDBR908_TTAGGC_L001_2.fq.gz	ERR1473267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473267/ERR1473267_2.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR916	ERS1221662	SAMEA4050552	Homo sapiens	12007	12 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR916	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR916_GCCAAT_L003	sequencing assay	ERX1544388	HDBR916_GCCAAT_L003_1.fq.gz	HDBR916_GCCAAT_L003_1.fq.gz	ERR1473268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473268/ERR1473268_1.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR916	ERS1221662	SAMEA4050552	Homo sapiens	12007	12 post conception weeks	cerebral cortex	right	46, xy	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR916	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR916_GCCAAT_L003	sequencing assay	ERX1544388	HDBR916_GCCAAT_L003_2.fq.gz	HDBR916_GCCAAT_L003_2.fq.gz	ERR1473268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473268/ERR1473268_2.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR940	ERS1221663	SAMEA4050553	Homo sapiens	11930	11 post conception weeks	cerebral cortex	left	46, xx	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR940	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR940_CAGATC_L008	sequencing assay	ERX1544389	HDBR940_CAGATC_L008_1.fq.gz	HDBR940_CAGATC_L008_1.fq.gz	ERR1473269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473269/ERR1473269_1.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR940	ERS1221663	SAMEA4050553	Homo sapiens	11930	11 post conception weeks	cerebral cortex	left	46, xx	slice 5 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR940	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR940_CAGATC_L008	sequencing assay	ERX1544389	HDBR940_CAGATC_L008_2.fq.gz	HDBR940_CAGATC_L008_2.fq.gz	ERR1473269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473269/ERR1473269_2.fastq.gz	200	101	11 post conception weeks	cerebral cortex
HDBR949	ERS1221664	SAMEA4050554	Homo sapiens	12007	12 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_081	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR949	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR949_ACAGTG_L002	sequencing assay	ERX1544390	HDBR949_ACAGTG_L002_1.fq.gz	HDBR949_ACAGTG_L002_1.fq.gz	ERR1473270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473270/ERR1473270_1.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR949	ERS1221664	SAMEA4050554	Homo sapiens	12007	12 post conception weeks	cerebral cortex	left	46, xy	slice 5 of 5	sequencing batch:FC2014_081	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR949	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR949_ACAGTG_L002	sequencing assay	ERX1544390	HDBR949_ACAGTG_L002_2.fq.gz	HDBR949_ACAGTG_L002_2.fq.gz	ERR1473270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473270/ERR1473270_2.fastq.gz	200	101	12 post conception weeks	cerebral cortex
HDBR544	ERS1221665	SAMEA4050555	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 6 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR544	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR544_ACTGAT_L008	sequencing assay	ERX1544391	HDBR544_ACTGAT_L008_1.fq.gz	HDBR544_ACTGAT_L008_1.fq.gz	ERR1473271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473271/ERR1473271_1.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR544	ERS1221665	SAMEA4050555	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 6 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR544	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR544_ACTGAT_L008	sequencing assay	ERX1544391	HDBR544_ACTGAT_L008_2.fq.gz	HDBR544_ACTGAT_L008_2.fq.gz	ERR1473271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473271/ERR1473271_2.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR545	ERS1221666	SAMEA4050556	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 7 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR545	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR545_TTAGGC_L008	sequencing assay	ERX1544392	HDBR545_TTAGGC_L008_1.fq.gz	HDBR545_TTAGGC_L008_1.fq.gz	ERR1473272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473272/ERR1473272_1.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR545	ERS1221666	SAMEA4050556	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 7 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR545	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR545_TTAGGC_L008	sequencing assay	ERX1544392	HDBR545_TTAGGC_L008_2.fq.gz	HDBR545_TTAGGC_L008_2.fq.gz	ERR1473272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473272/ERR1473272_2.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR515	ERS1221667	SAMEA4050557	Homo sapiens	1107	16 post conception weeks	cerebral cortex	right	unknown	slice 9 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR515	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR515_TTAGGC_L001	sequencing assay	ERX1544393	HDBR515_TTAGGC_L001_1.fq.gz	HDBR515_TTAGGC_L001_1.fq.gz	ERR1473273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473273/ERR1473273_1.fastq.gz	200	101	16 post conception weeks	cerebral cortex
HDBR515	ERS1221667	SAMEA4050557	Homo sapiens	1107	16 post conception weeks	cerebral cortex	right	unknown	slice 9 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR515	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR515_TTAGGC_L001	sequencing assay	ERX1544393	HDBR515_TTAGGC_L001_2.fq.gz	HDBR515_TTAGGC_L001_2.fq.gz	ERR1473273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473273/ERR1473273_2.fastq.gz	200	101	16 post conception weeks	cerebral cortex
HDBR546	ERS1221668	SAMEA4050558	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 9 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR546	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR546_ATCACG_L008	sequencing assay	ERX1544394	HDBR546_ATCACG_L008_1.fq.gz	HDBR546_ATCACG_L008_1.fq.gz	ERR1473274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473274/ERR1473274_1.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR546	ERS1221668	SAMEA4050558	Homo sapiens	1117	15 post conception weeks	cerebral cortex	left	unknown	slice 9 of 10	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR546	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR546_ATCACG_L008	sequencing assay	ERX1544394	HDBR546_ATCACG_L008_2.fq.gz	HDBR546_ATCACG_L008_2.fq.gz	ERR1473274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473274/ERR1473274_2.fastq.gz	200	101	15 post conception weeks	cerebral cortex
HDBR254	ERS1221669	SAMEA4050559	Homo sapiens	1406	Carnegie Stage 23	diencephalon	 	46, xx	 	sequencing batch:FC2014_038	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR254	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR254_GATCAG_L001	sequencing assay	ERX1544395	HDBR254_GATCAG_L001_1.fq.gz	HDBR254_GATCAG_L001_1.fq.gz	ERR1473275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473275/ERR1473275_1.fastq.gz	200	101	Carnegie Stage 23	diencephalon
HDBR254	ERS1221669	SAMEA4050559	Homo sapiens	1406	Carnegie Stage 23	diencephalon	 	46, xx	 	sequencing batch:FC2014_038	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR254	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR254_GATCAG_L001	sequencing assay	ERX1544395	HDBR254_GATCAG_L001_2.fq.gz	HDBR254_GATCAG_L001_2.fq.gz	ERR1473275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473275/ERR1473275_2.fastq.gz	200	101	Carnegie Stage 23	diencephalon
HDBR263	ERS1221670	SAMEA4050560	Homo sapiens	11823	Carnegie Stage 23	diencephalon	left	46, xy	 	sequencing batch:FC2014_038	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR263	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR263_TGACCA_L004	sequencing assay	ERX1544396	HDBR263_TGACCA_L004_1.fq.gz	HDBR263_TGACCA_L004_1.fq.gz	ERR1473276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473276/ERR1473276_1.fastq.gz	200	101	Carnegie Stage 23	diencephalon
HDBR263	ERS1221670	SAMEA4050560	Homo sapiens	11823	Carnegie Stage 23	diencephalon	left	46, xy	 	sequencing batch:FC2014_038	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR263	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR263_TGACCA_L004	sequencing assay	ERX1544396	HDBR263_TGACCA_L004_2.fq.gz	HDBR263_TGACCA_L004_2.fq.gz	ERR1473276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473276/ERR1473276_2.fastq.gz	200	101	Carnegie Stage 23	diencephalon
HDBR264	ERS1221671	SAMEA4050561	Homo sapiens	11823	Carnegie Stage 23	diencephalon	right	46, xy	 	sequencing batch:FC2014_038, FC2014_117	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR264	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR264_run2_TAGCTT_L007	sequencing assay	ERX1544397	HDBR264_run2_TAGCTT_L007_1.fq.gz	HDBR264_run2_TAGCTT_L007_1.fq.gz	ERR1473277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473277/ERR1473277_1.fastq.gz	200	101	Carnegie Stage 23	diencephalon
